X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86,X87,Y87,X88,Y88,X89,Y89,X90,Y90,X91,Y91,X92,Y92,X93,Y93,X94,Y94,X95,Y95,X96,Y96,X97,Y97,X98,Y98,X99,Y99,X100,Y100,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,qW,Total_Power
198,0,197.07,78.06,193.7,150,87.36,198,398,0,397.07,78.06,393.7,150,287.36,198,598,0,597.07,78.06,593.7,150,487.36,198,1198,0,1197.07,78.06,1193.7,150,1087.36,198,1398,0,1397.07,78.06,1393.7,150,1287.36,198,398,200,397.07,278.06,393.7,350,287.36,398,998,200,997.07,278.06,993.7,350,887.36,398,1398,200,1397.07,278.06,1393.7,350,1287.36,398,198,400,197.07,478.06,193.7,550,87.36,598,598,400,597.07,478.06,593.7,550,487.36,598,798,400,797.07,478.06,793.7,550,687.36,598,1198,400,1197.07,478.06,1193.7,550,1087.36,598,1398,400,1397.07,478.06,1393.7,550,1287.36,598,198,600,197.07,678.06,193.7,750,87.36,798,398,600,397.07,678.06,393.7,750,287.36,798,198,800,197.07,878.06,193.7,950,87.36,998,1198,800,1197.07,878.06,1193.7,950,1087.36,998,1398,800,1397.07,878.06,1393.7,950,1287.36,998,798,1000,797.07,1078.06,793.7,1150,687.36,1198,1398,1000,1397.07,1078.06,1393.7,1150,1287.36,1198,198,1200,197.07,1278.06,193.7,1350,87.36,1398,598,1200,597.07,1278.06,593.7,1350,487.36,1398,998,1200,997.07,1278.06,993.7,1350,887.36,1398,1198,1200,1197.07,1278.06,1193.7,1350,1087.36,1398,1398,1200,1397.07,1278.06,1393.7,1350,1287.36,1398,89663.39,78089.61,70351.6,69625.97,93305.59,80725.79,72086.64,64620.36,98259.05,87124.09,79778.03,70304.12,100920.51,92383.8,84567.28,81229.53,107468.92,102476.63,99141.25,82036.62,63852.63,63078.68,63405.26,62474.71,80525.16,76797.04,73333.97,69431.08,92929.41,92854.65,92779.53,77303.81,62821.06,63055.29,63610.83,61720.86,66014.46,61481.27,59634.93,59950.8,68228.99,64758.34,64870.7,63552.98,72533.09,72826.66,71121.56,68789,89213.96,89460.49,87110.59,76976.1,59359.54,60739.23,60550.2,61544.59,59828.92,60405.82,62554.19,58216.67,57698.61,60858.28,64210.23,65483.75,79083.98,73861.77,67206.09,62810.35,88202.81,86667.33,85760.02,67012.79,64266.93,62113.84,59585.2,55638,83090.11,83365,83127.39,65333.35,63264.41,63424.08,64744.77,67450.1,55166.78,56209.85,60406.07,61275.86,61706.66,58142.71,56093.33,57987.49,63303.6,65186.09,63913.58,59891.74,81102.23,82341.23,80910.59,70232.34,0.68,7191985.15
198,0,197.6,72.52,193.04,150,84.79,198,398,0,397.6,72.52,393.04,150,284.79,198,598,0,597.6,72.52,593.04,150,484.79,198,1398,0,1397.6,72.52,1393.04,150,1284.79,198,798,200,797.6,272.52,793.04,350,684.79,398,998,200,997.6,272.52,993.04,350,884.79,398,1198,200,1197.6,272.52,1193.04,350,1084.79,398,1398,200,1397.6,272.52,1393.04,350,1284.79,398,1,401,1,451,1,501,1,551,798,400,797.6,472.52,793.04,550,684.79,598,1398,400,1397.6,472.52,1393.04,550,1284.79,598,1,601,1,670,1,740,50,798,201,601,201,651,201,701,201,751,798,600,797.6,672.52,793.04,750,684.79,798,998,600,997.6,672.52,993.04,750,884.79,798,598,800,597.6,872.52,593.04,950,484.79,998,1198,800,1197.6,872.52,1193.04,950,1084.79,998,398,1000,397.6,1072.52,393.04,1150,284.79,1198,1198,1000,1197.6,1072.52,1193.04,1150,1084.79,1198,1398,1000,1397.6,1072.52,1393.04,1150,1284.79,1198,1,1201,1,1251,1,1301,1,1351,398,1200,397.6,1272.52,393.04,1350,284.79,1398,598,1200,597.6,1272.52,593.04,1350,484.79,1398,998,1200,997.6,1272.52,993.04,1350,884.79,1398,1398,1200,1397.6,1272.52,1393.04,1350,1284.79,1398,90859.76,79185.83,72552.37,72448.97,94996.45,81796.95,73324.82,67443.8,100429.22,89978.69,81009.66,70046.45,107854.28,103175.93,103820.8,88279.64,82302.3,69536.07,64345.18,62059.11,87089.88,75531.01,68719.22,65129.65,86638.31,81207.64,75970.71,69101.78,97184.21,95251.12,94143.05,74626.59,73621.17,67916.07,66116.24,62988.58,60568.81,64272,67635.31,62512.29,89372.58,87957.86,86738.36,78606.5,59744.33,61479.78,59546.25,56167.92,66598.64,59818.75,57529.48,54932.72,64586.71,64698.88,63993.3,61635.73,74465.46,76033.85,74960.9,66001.75,61454.49,60919.56,63091.51,60767.16,86555.46,83783.86,80897.36,64355.35,58641.97,60163.98,62139.33,58379.88,75375.84,72026.39,66349.49,60944.79,89325.79,85366.98,84353.97,66473.3,65394.89,60287.44,59776.18,61450.34,58323.26,57999.44,59016.63,61544.37,61479.74,59837.9,60906.37,59461.34,59385.08,62292.4,65502.82,62244.84,81896.13,82327.72,81333.23,72921.71,0.68,7211293.93
398,0,396.79,73.76,393.26,148.35,278.95,198,598,0,596.79,73.76,593.26,148.35,478.95,198,1198,0,1196.79,73.76,1193.26,148.35,1078.95,198,1398,0,1396.79,73.76,1393.26,148.35,1278.95,198,198,200,196.79,273.76,193.26,348.35,78.95,398,398,200,396.79,273.76,393.26,348.35,278.95,398,598,200,596.79,273.76,593.26,348.35,478.95,398,1398,200,1396.79,273.76,1393.26,348.35,1278.95,398,798,400,796.79,473.76,793.26,548.35,678.95,598,998,400,996.79,473.76,993.26,548.35,878.95,598,1198,400,1196.79,473.76,1193.26,548.35,1078.95,598,198,600,196.79,673.76,193.26,748.35,78.95,798,1398,600,1396.79,673.76,1393.26,748.35,1278.95,798,198,800,196.79,873.76,193.26,948.35,78.95,998,398,800,396.79,873.76,393.26,948.35,278.95,998,798,800,796.79,873.76,793.26,948.35,678.95,998,1198,800,1196.79,873.76,1193.26,948.35,1078.95,998,198,1000,196.79,1073.76,193.26,1148.35,78.95,1198,798,1000,796.79,1073.76,793.26,1148.35,678.95,1198,1,1398,50,1398,100,1398,150,1398,398,1200,396.79,1273.76,393.26,1348.35,278.95,1398,598,1200,596.79,1273.76,593.26,1348.35,478.95,1398,798,1200,796.79,1273.76,793.26,1348.35,678.95,1398,1198,1200,1196.79,1273.76,1193.26,1348.35,1078.95,1398,1398,1200,1396.79,1273.76,1393.26,1348.35,1278.95,1398,93101.05,82888.49,76481.13,70335.27,98747.98,89020.65,83820.8,71107.69,100545.33,91549.88,84508.51,81846.72,107584.41,101941.01,99070.59,81501.62,72012.64,64200.39,62976.44,67780.41,67233.65,63701.13,60783.19,59555.85,78102.39,73132.69,67344.57,60856.42,93699.03,93187.2,93254.08,86995.17,72667.73,64223.44,60550.45,62167.33,78733.12,72174.05,67089.59,64506.06,81726.04,85270.25,84640.28,70963.9,69148.82,68237.91,68175.14,63503.04,92252.07,89018.82,87115.7,77542.49,62395.34,61093.06,58642.04,59343.66,69030.43,62842.4,59574.79,55431.07,72056.38,72551.33,72778.03,61022.54,72902.84,78739.13,83582.54,76166.04,55030.37,56716.11,57444.28,60645.62,69129.62,69949.54,70434.61,58004.66,62282.72,58909.88,57582.25,59479.63,55054.42,53415.06,54399.4,59477.07,56042.28,54574.39,56782.98,57090.43,66452.79,63559.68,62661.36,58794.93,78318.21,73676.29,68544.27,63917.05,88626.64,86845.45,84230.12,74009.69,0.68,7188806.03
198,0,197.6,71.65,193.36,144.66,149,198,998,0,997.6,71.65,993.36,144.66,949,198,1198,0,1197.6,71.65,1193.36,144.66,1149,198,198,200,197.6,271.65,193.36,344.66,149,398,798,200,797.6,271.65,793.36,344.66,749,398,1198,200,1197.6,271.65,1193.36,344.66,1149,398,398,400,397.6,471.65,393.36,544.66,349,598,598,400,597.6,471.65,593.36,544.66,549,598,998,400,997.6,471.65,993.36,544.66,949,598,1198,400,1197.6,471.65,1193.36,544.66,1149,598,198,600,197.6,671.65,193.36,744.66,149,798,398,600,397.6,671.65,393.36,744.66,349,798,798,600,797.6,671.65,793.36,744.66,749,798,998,600,997.6,671.65,993.36,744.66,949,798,1198,600,1197.6,671.65,1193.36,744.66,1149,798,1398,600,1397.6,671.65,1393.36,744.66,1349,798,398,800,397.6,871.65,393.36,944.66,349,998,798,800,797.6,871.65,793.36,944.66,749,998,998,800,997.6,871.65,993.36,944.66,949,998,398,1000,397.6,1071.65,393.36,1144.66,349,1198,998,1000,997.6,1071.65,993.36,1144.66,949,1198,1398,1000,1397.6,1071.65,1393.36,1144.66,1349,1198,198,1200,197.6,1271.65,193.36,1344.66,149,1398,598,1200,597.6,1271.65,593.36,1344.66,549,1398,798,1200,797.6,1271.65,793.36,1344.66,749,1398,96158.81,88215.98,84388.54,72285.36,100351.81,90642.64,84895.89,81041.63,108050.76,102445.71,100057.93,79792.31,75423.13,71387.85,70871.14,66534.14,83051.49,78225.05,76676.88,71432.92,92657.21,91223.49,94166.6,75911.07,68749.19,61083.37,58226.85,53334.9,70644.39,64216.12,59481.58,55588.48,76795.27,71093.82,68449.35,58019.97,90084.24,88291.22,85744.11,65270.33,62330,57224.49,55693.58,56812.69,52251.81,51882.06,53510.17,48113.88,59575.46,54569.14,53064.35,48290.92,61037.04,58244.34,59947.32,52283.25,77984.77,72535.84,70427.26,65472.2,94397.82,89936.24,86801.61,77658.52,48699.19,48850.93,53823.57,51560.01,50062.67,51569.09,53419.53,51320.44,59446.45,63150.39,67714.37,53572.65,51810.79,55224.83,59832.72,59423.21,66251.02,66630.38,67913.12,64287.81,87102.64,85049.5,82647.97,74623.71,60499.49,61685.53,65885.52,68864.35,59001.59,59035.44,61019.69,62384.24,61986.94,66515.82,71548.33,67267.9,0.65,6890688.12
198,0,197.07,78.19,193,150,77.32,198,398,0,397.07,78.19,393,150,277.32,198,998,0,997.07,78.19,993,150,877.32,198,1198,0,1197.07,78.19,1193,150,1077.32,198,198,200,197.07,278.19,193,350,77.32,398,798,200,797.07,278.19,793,350,677.32,398,998,200,997.07,278.19,993,350,877.32,398,1198,200,1197.07,278.19,1193,350,1077.32,398,398,400,397.07,478.19,393,550,277.32,598,998,400,997.07,478.19,993,550,877.32,598,1398,400,1397.07,478.19,1393,550,1277.32,598,198,600,197.07,678.19,193,750,77.32,798,398,600,397.07,678.19,393,750,277.32,798,798,600,797.07,678.19,793,750,677.32,798,998,600,997.07,678.19,993,750,877.32,798,1198,600,1197.07,678.19,1193,750,1077.32,798,398,800,397.07,878.19,393,950,277.32,998,598,800,597.07,878.19,593,950,477.32,998,998,800,997.07,878.19,993,950,877.32,998,798,1000,797.07,1078.19,793,1150,677.32,1198,998,1000,997.07,1078.19,993,1150,877.32,1198,198,1200,197.07,1278.19,193,1350,77.32,1398,398,1200,397.07,1278.19,393,1350,277.32,1398,998,1200,997.07,1278.19,993,1350,877.32,1398,1198,1200,1197.07,1278.19,1193,1350,1077.32,1398,91495.74,80191.84,73710.65,70332.82,96870.13,85666.79,78091.11,69696.43,100163.46,91601.89,84656.93,76677.65,107623.83,102934.2,99574.2,80307.44,65272.42,65539.8,65885.78,66201.08,76772.78,69253.39,64807.01,65092.35,75002.91,75051.19,71730.19,62042.39,94025.78,92042.46,86593.28,73852.62,66010.24,62899.8,61895.52,58593.31,65636.18,69745.96,70754.72,61248.62,97107.18,92161.76,89120.36,79536.17,60033.66,58261.83,56060.48,58034.28,58088.03,57905.1,55767.06,50419.41,59500.23,60261.39,58164.91,57166.76,67249.87,68022.75,65542.21,57016.05,73089.12,78787.21,80941.41,70742.39,51308.46,51129.88,50676.85,54418,56638.82,57735.27,56284.42,52821.96,63788.68,73431.24,78916.26,62503.87,57395.66,59868.7,57656.47,54529.7,78940.08,78777.71,76364.67,57214.72,62519.37,62195.64,61873.11,67126.97,61198.71,62043.1,65964.12,61794.58,70333.12,68145.51,64677.46,61834.15,83674.03,81880.3,79905.87,71043.21,0.66,7001135.19
198,0,197.07,77.61,197.18,150,149,197.99,598,0,597.07,77.61,597.18,150,549,197.99,998,0,997.07,77.61,997.18,150,949,197.99,1398,0,1397.07,77.61,1397.18,150,1349,197.99,198,200,197.07,277.61,197.18,350,149,397.99,398,200,397.07,277.61,397.18,350,349,397.99,998,200,997.07,277.61,997.18,350,949,397.99,1198,200,1197.07,277.61,1197.18,350,1149,397.99,398,400,397.07,477.61,397.18,550,349,597.99,598,400,597.07,477.61,597.18,550,549,597.99,1398,400,1397.07,477.61,1397.18,550,1349,597.99,798,600,797.07,677.61,797.18,750,749,797.99,1398,600,1397.07,677.61,1397.18,750,1349,797.99,198,800,197.07,877.61,197.18,950,149,997.99,398,800,397.07,877.61,397.18,950,349,997.99,598,800,597.07,877.61,597.18,950,549,997.99,798,800,797.07,877.61,797.18,950,749,997.99,1198,800,1197.07,877.61,1197.18,950,1149,997.99,198,1000,197.07,1077.61,197.18,1150,149,1197.99,398,1000,397.07,1077.61,397.18,1150,349,1197.99,1,1201,1,1251,1,1301,1,1351,798,1200,797.07,1277.61,797.18,1350,749,1397.99,998,1200,997.07,1277.61,997.18,1350,949,1397.99,1198,1200,1197.07,1277.61,1197.18,1350,1149,1397.99,1398,1200,1397.07,1277.61,1397.18,1350,1349,1397.99,93027.99,84075.87,78425.7,68070.45,96370.5,87475.09,81492.55,74241.84,100928.28,94085.07,88928.61,73605.77,108023.9,104495.8,101261.15,93266.01,67548.17,65168.95,64054.11,62660.61,74895.62,68279.47,65401.08,56585.65,77515.32,75146.25,73112.48,70061.7,89674.44,88048.28,86530.57,76519.94,59197.09,58437.58,59774.36,58175.31,71275.04,66900.41,64584.24,59390.26,95339.62,90973.77,89498.29,71265.1,74603.85,70118.79,69319.12,57670.06,85206.58,86489.76,87486.16,78656.8,65001.53,60756.1,57855.17,55059.82,64351.62,59889,58165.01,51457.14,61641.66,61328.51,59572.83,57717.46,64928.5,66684.94,69239.92,62894.26,75808.01,79332.21,82308.82,75697.94,50016.38,53390.84,57659.79,60859.3,51761.06,54074.88,56504.69,54169.66,66541.57,62020.93,62234.18,63785.58,63195.49,57671.31,57291.44,54424.39,72499.35,64562.91,59431.52,56179.72,78794.88,72871.11,68876.21,64325.78,88047.25,85943.31,82570.29,73332.1,0.67,7126065.74
100,0,250,0,350,0,450,50,700,50,750,0,950,50,1100,50,1300,100,1450,0,0,250,200,150,300,250,500,200,700,200,750,250,1000,200,1050,150,1200,150,1400,200,50,400,250,400,300,300,550,300,600,400,850,400,1000,300,1100,300,1400,350,1450,350,50,450,250,450,400,450,550,500,650,500,850,450,1000,550,1050,500,1250,550,1450,550,0,700,200,600,350,600,500,700,600,650,800,600,1000,600,1100,650,1250,650,1350,600,0,750,150,800,300,850,500,750,650,800,850,750,1000,850,1050,800,1200,850,1350,800,0,950,250,900,350,950,550,950,600,950,850,950,950,900,1150,1000,1250,1000,1400,900,0,1050,200,1150,300,1150,550,1150,650,1100,800,1150,950,1150,1150,1050,1200,1150,1450,1050,100,1250,150,1200,350,1250,450,1250,600,1300,800,1200,900,1200,1050,1200,1300,1300,1350,1250,100,1450,150,1450,350,1400,450,1400,700,1400,800,1450,1000,1400,1150,1400,1250,1450,1450,1450,87957.56,88694.93,91387.19,86718.35,86299.66,98555.12,95333.51,99671.69,103896.57,106613.14,75771.3,79285.81,73425.2,77652.61,82323.52,76892.94,81808.93,87859.76,91164.53,100004.7,69058.03,67465.69,66031.75,72489.19,70241.63,79129.11,79749.83,85884.98,84369.29,96161.36,61353.4,61438.9,65959.34,63710.69,67015.51,71956.1,71383.89,80256.93,83628.3,94477.78,66932.48,62849.6,60709.11,60966.04,64244.31,67589.86,68064.71,72439.97,80360.34,83430.42,60096.84,60989.08,62102.92,57548.88,60548.33,68145.32,66272.5,73636.95,76925.83,89108.41,63053.07,56474.03,55827.01,58191.77,60609.59,62802.76,62567.22,70311.15,78761.19,87730.64,62952.43,57228.65,60021.12,56707.11,59375.58,58420.61,65677.78,69162.73,76950.35,86885.77,58525.96,55702.69,53439.72,56912.62,61336.68,55741.16,59208.32,66673.01,76365.15,83041.6,61896.73,62050.13,57573.46,59795.4,60702.25,66205.91,66626.8,70179.79,76920.33,85205.52,0.68,7229854.44
598,0,597.07,77.61,597.18,150,549,197.99,998,0,997.07,77.61,997.18,150,949,197.99,1198,0,1197.07,77.61,1197.18,150,1149,197.99,1398,0,1397.07,77.61,1397.18,150,1349,197.99,198,200,197.07,277.61,197.18,350,149,397.99,398,200,397.07,277.61,397.18,350,349,397.99,998,200,997.07,277.61,997.18,350,949,397.99,1398,200,1397.07,277.61,1397.18,350,1349,397.99,198,400,197.07,477.61,197.18,550,149,597.99,598,400,597.07,477.61,597.18,550,549,597.99,1398,400,1397.07,477.61,1397.18,550,1349,597.99,198,600,197.07,677.61,197.18,750,149,797.99,798,600,797.07,677.61,797.18,750,749,797.99,198,800,197.07,877.61,197.18,950,149,997.99,398,800,397.07,877.61,397.18,950,349,997.99,598,800,597.07,877.61,597.18,950,549,997.99,798,800,797.07,877.61,797.18,950,749,997.99,1198,800,1197.07,877.61,1197.18,950,1149,997.99,198,1000,197.07,1077.61,197.18,1150,149,1197.99,1198,1000,1197.07,1077.61,1197.18,1150,1149,1197.99,198,1200,197.07,1277.61,197.18,1350,149,1397.99,398,1200,397.07,1277.61,397.18,1350,349,1397.99,998,1200,997.07,1277.61,997.18,1350,949,1397.99,1198,1200,1197.07,1277.61,1197.18,1350,1149,1397.99,1398,1200,1397.07,1277.61,1397.18,1350,1349,1397.99,93040.98,83822.63,79179.45,74164.48,94876.44,83912.77,78323.89,68320.65,100452.85,89967.94,82077.82,74490.87,107301.39,102408.72,98742.94,77780.1,80747.99,72575.88,69286.55,63600.1,78221.34,73366.4,70579.19,65831.07,68100.21,70201.34,73386.92,71893.32,90287.86,90247.8,91329.99,72311.09,60176.86,62109.79,66836.75,61642.4,75189.04,71406.63,69527.32,64503.26,85450.16,86960.95,87329.15,79785.92,60938.87,61990.56,62553.06,57815.74,78572.01,76397.24,76851.45,61616.57,54872.81,54607.06,56090.93,55991.24,59431.8,54470.3,51961.8,50216.79,62950.1,58663.6,55910.68,53407.03,69798.92,68435.61,66336.11,58989.1,90117.51,88582.21,87247.24,67485.96,50768.27,55872.07,60971.87,57754.88,83597.43,82436.55,79887.41,60269.88,55165.39,56410.24,60294.16,64871.9,60279.87,59400.61,60791.69,58872.08,60507.13,57543.2,57654.53,56600.99,73122.02,69670.49,67357.59,63256.65,88296.09,84862.32,81852.43,72545.82,0.67,7104965.1
1,1,1,51,1,101,1,151,398,0,397.07,78.06,393.7,150,287.36,198,598,0,597.07,78.06,593.7,150,487.36,248,1198,0,1197.07,78.06,1193.7,150,1087.36,198,1398,0,1397.07,78.06,1393.7,150,1287.36,198,398,200,397.07,278.06,393.7,350,287.36,398,998,200,997.07,278.06,993.7,350,937.36,348,1398,200,1397.07,278.06,1393.7,350,1287.36,398,1,401,1,451,0,501,1,551,598,400,597.07,478.06,593.7,550,487.36,598,798,400,797.07,478.06,793.7,550,687.36,598,1198,400,1197.07,478.06,1193.7,550,1087.36,598,1398,400,1397.07,478.06,1393.7,550,1287.36,598,198,600,197.07,678.06,193.7,750,87.36,798,398,600,397.07,678.06,393.7,750,287.36,798,1,801,1,870,1,940,50,998,1198,800,1197.07,878.06,1193.7,950,1037.36,998,1398,800,1397.07,878.06,1393.7,950,1287.36,998,798,1000,797.07,1078.06,793.7,1150,687.36,1198,1398,1000,1397.07,1078.06,1393.7,1150,1287.36,1198,198,1200,197.07,1278.06,193.7,1350,87.36,1398,401,1400,500,1348,500,1398,600,1400,998,1200,997.07,1278.06,993.7,1350,887.36,1398,1198,1200,1197.07,1278.06,1193.7,1400,1087.36,1398,1398,1200,1397.07,1278.06,1393.7,1350,1287.36,1398,90750.75,79189.84,74037.5,69522.34,94636.96,83551.4,77312.77,68429.61,97513.51,86788.26,80192.29,70445.72,102997.64,94577.19,85992.86,83218.19,107264.3,102022.12,99117.52,81904.02,68577.86,64284.56,62591.9,64618.92,81408.96,76130.14,71579.41,68703.64,93538.34,93417.33,93430.36,78365.12,70766.39,63216.02,61643.11,59074.95,67277.81,62896,62010.13,61497.71,69577.13,66231.75,65689.97,63980.81,73697.47,74851.7,73175.77,70642.1,89501.66,89464.26,87340.09,77322.37,62799.16,61119.82,61614.63,64937.77,62738.08,62944.27,64062.38,59545.72,65874.04,63014.06,63104.45,63650.14,80956.39,75949.83,69933.88,66743.84,88413.23,86610.63,85914.58,67528.35,64284.65,63403.05,61801.28,56148.99,83883.75,83778.3,83879.38,66416.15,62694.11,63162.81,62582.19,66354.56,55692.75,60191.51,57428.51,62629.99,63598.46,61431.03,58502.58,60537.97,64584.46,66750.3,64805.92,62055.45,82100.66,82927.78,81421.88,71803.97,0.69,7309508.07
398,0,397.07,77.44,393.7,150,284.98,198,998,0,997.07,77.44,993.7,150,884.98,198,1198,0,1197.07,77.44,1193.7,150,1084.98,198,1398,0,1397.07,77.44,1393.7,150,1284.98,198,398,200,397.07,277.44,393.7,350,284.98,398,598,200,597.07,277.44,593.7,350,484.98,398,998,200,997.07,277.44,993.7,350,884.98,398,1398,200,1397.07,277.44,1393.7,350,1284.98,398,398,400,397.07,477.44,393.7,550,284.98,598,998,400,997.07,477.44,993.7,550,884.98,598,198,600,197.07,677.44,193.7,750,84.98,798,598,600,597.07,677.44,593.7,750,484.98,798,798,600,797.07,677.44,793.7,750,684.98,798,998,600,997.07,677.44,993.7,750,884.98,798,398,800,397.07,877.44,393.7,950,284.98,998,598,800,597.07,877.44,593.7,950,484.98,998,1198,800,1197.07,877.44,1193.7,950,1084.98,998,198,1000,197.07,1077.44,193.7,1150,84.98,1198,398,1000,397.07,1077.44,393.7,1150,284.98,1198,598,1000,597.07,1077.44,593.7,1150,484.98,1198,798,1000,797.07,1077.44,793.7,1150,684.98,1198,1198,1000,1197.07,1077.44,1193.7,1150,1084.98,1198,798,1200,797.07,1277.44,793.7,1350,684.98,1398,1198,1200,1197.07,1277.44,1193.7,1350,1084.98,1398,1398,1200,1397.07,1277.44,1393.7,1350,1284.98,1398,94845.04,86076.68,81084.48,73680.53,95566.6,84356.19,78167.79,74616.2,100225.95,90404.92,81177.54,74620.22,107438.32,102345.53,98806.54,79071.92,72779.78,69514.97,67333.5,66097.34,79716.8,71086.03,68254.71,64835.17,70964.51,74081.07,76835.03,71211.05,92619.49,92051.09,89970.56,82437.03,62308.83,65450.09,64377.02,63423.74,75811.4,79757.19,82901.54,70384.99,65319.47,62394.76,60411.17,62359.55,63520.36,61440.75,59445.45,55549.61,67336.98,67708.06,65172.15,60994.76,82021.05,82202.92,80031.4,67546.06,56356.51,55145.57,53519.39,52030.95,56985.32,60417.13,61199.26,50649.71,88209.53,85698.93,85579.47,68083.9,54462.58,54263.27,54337.27,59397.99,48928.98,49400.74,49171.07,49742.38,56631.16,53310.3,49566.99,47317.79,65239.3,62556.6,59521.82,50266.24,83385.29,83035.54,79291.18,60837.86,56501.74,55848.56,57770.18,57866.37,73855.42,71276.7,65835.97,59958.43,87641.04,84762.18,81702.89,73356.51,0.66,7011057.93
198,0,197.07,77.44,193.7,150,84.98,198,398,0,397.07,77.44,393.7,150,284.98,198,998,0,997.07,77.44,993.7,150,884.98,198,1198,0,1197.07,77.44,1193.7,150,1084.98,198,1398,0,1397.07,77.44,1393.7,150,1284.98,198,798,200,797.07,277.44,793.7,350,684.98,398,1198,200,1197.07,277.44,1193.7,350,1084.98,398,1398,200,1397.07,277.44,1393.7,350,1284.98,398,398,400,397.07,477.44,393.7,550,284.98,598,198,600,197.07,677.44,193.7,750,84.98,798,798,600,797.07,677.44,793.7,750,684.98,798,1198,600,1197.07,677.44,1193.7,750,1084.98,798,998,800,997.07,877.44,993.7,950,884.98,998,1198,800,1197.07,877.44,1193.7,950,1084.98,998,198,1000,197.07,1077.44,193.7,1150,84.98,1198,398,1000,397.07,1077.44,393.7,1150,284.98,1198,598,1000,597.07,1077.44,593.7,1150,484.98,1198,798,1000,797.07,1077.44,793.7,1150,684.98,1198,1198,1000,1197.07,1077.44,1193.7,1150,1084.98,1198,1398,1000,1397.07,1077.44,1393.7,1150,1284.98,1198,198,1200,197.07,1277.44,193.7,1350,84.98,1398,398,1200,397.07,1277.44,393.7,1350,284.98,1398,798,1200,797.07,1277.44,793.7,1350,684.98,1398,1198,1200,1197.07,1277.44,1193.7,1350,1084.98,1398,1398,1200,1397.07,1277.44,1393.7,1350,1284.98,1398,90416.21,80125.12,74511.64,73878.66,94767.4,84637.39,77821.22,71105.18,95469.94,84186.4,76431.67,74706.04,100740.64,90540.75,81144.01,70784.11,107771.17,102849.74,99447.14,79007.67,75079.92,70525.02,71599.67,72845.72,72379.32,74556.63,73859.99,73349.21,92483.25,90754.02,88535.85,79149.05,75213.49,74224.01,75131.21,70491.16,70882.87,68324.84,68462.79,67679.77,78353.49,75365.97,70538.35,64318.31,89255.99,90085.9,90105.7,71896.67,68563.01,67142.26,64966.22,59262.08,87177.09,84928.92,81466.17,62723.96,62321.24,58654.08,55458.89,57065.53,60695.79,56650.62,52442.01,49028.53,61765.9,57019.71,52081.68,50743.5,59086.85,58323.18,57618.75,50830.24,75590.04,71478.03,65525.29,56034.68,89870.6,86364.99,84868.76,66374.61,50137.94,52790.21,55250.64,63910.47,48502.72,50144.46,54222.23,55894.01,54304.69,54674.63,56659.34,56468.95,60919.22,64380.41,63587.47,60852.94,82218.96,82527.06,81129.19,71211.83,0.67,7137700.87
